,country,year,coal_mw_new
1100,Denmark,2010,0
1101,Dominican Republic,2010,0
1102,Egypt,2010,0
1103,El Salvador,2010,0
1104,Ethiopia,2010,0
1105,Finland,2010,0
1106,France,2010,0
1107,Georgia,2010,0
1108,Germany,2010,85
1109,Ghana,2010,0
1110,Greece,2010,0
1111,Guadeloupe,2010,0
1112,Guatemala,2010,0
1113,Guinea,2010,0
1114,Honduras,2010,0
1115,Hong Kong,2010,0
1116,Hungary,2010,0
1117,India,2010,12276
1118,Indonesia,2010,646
1119,Iran,2010,0
1120,Ireland,2010,0
1121,Israel,2010,0
1122,Italy,2010,1320
1123,Ivory Coast,2010,0
1124,Jamaica,2010,0
1125,Japan,2010,1010
1126,Jordan,2010,0
1127,Kazakhstan,2010,63
1128,Kenya,2010,0
1129,Kosovo,2010,0
1130,Kyrgyzstan,2010,0
1131,Laos,2010,0
1132,Latvia,2010,0
1133,Madagascar,2010,0
1134,Malawi,2010,0
1135,Malaysia,2010,0
1136,Mauritius,2010,0
1137,Mexico,2010,678
1138,Moldova,2010,0
1139,Mongolia,2010,0
1140,Montenegro,2010,0
1141,Morocco,2010,0
1142,Mozambique,2010,0
1143,Myanmar,2010,0
1144,Namibia,2010,0
1145,Netherlands,2010,0
1146,New Zealand,2010,0
1147,Niger,2010,0
1148,Nigeria,2010,0
1149,North Korea,2010,600
1150,North Macedonia,2010,0
1151,Oman,2010,0
1152,Pakistan,2010,0
1153,Panama,2010,0
1154,Papua New Guinea,2010,0
1155,Peru,2010,0
1156,Philippines,2010,267
1157,Poland,2010,64
1158,Portugal,2010,0
1159,Reunion,2010,0
1160,Romania,2010,0
1161,Russia,2010,0
1162,Senegal,2010,0
1163,Serbia,2010,0
1164,Slovakia,2010,0
1165,Slovenia,2010,0
1166,South Africa,2010,0
1167,South Korea,2010,250
1168,Spain,2010,0
1169,Sri Lanka,2010,0
1170,Sudan,2010,0
1171,Eswatini,2010,0
1172,Sweden,2010,0
1173,Syria,2010,60
1174,Taiwan,2010,0
1175,Tajikistan,2010,0
1176,Tanzania,2010,0
1177,Thailand,2010,85
1178,Turkey,2010,1390
1179,Ukraine,2010,0
1180,United Arab Emirates,2010,0
1181,United Kingdom,2010,0
1182,United States,2010,5879
1183,Uzbekistan,2010,0
1184,Venezuela,2010,0
1185,Vietnam,2010,300
1186,Zambia,2010,0
1187,Zimbabwe,2010,0
1188,Albania,2011,0
1189,Argentina,2011,0
1190,Australia,2011,0
1191,Austria,2011,0
1192,Bangladesh,2011,0
1193,Belarus,2011,0
1194,Belgium,2011,0
1195,Bosnia and Herzegovina,2011,0
1196,Botswana,2011,0
1197,Brazil,2011,0
1198,Brunei,2011,0
1199,Bulgaria,2011,670
1200,Cambodia,2011,0
1201,Canada,2011,495
1202,Chile,2011,710
1203,China,2011,61581
1204,Colombia,2011,0
1205,Croatia,2011,0
1206,Czech Republic,2011,0
1207,Democratic Republic of Congo,2011,0
1208,Denmark,2011,0
1209,Dominican Republic,2011,0
1210,Egypt,2011,0
1211,El Salvador,2011,0
1212,Ethiopia,2011,0
1213,Finland,2011,0
1214,France,2011,0
1215,Georgia,2011,0
1216,Germany,2011,0
1217,Ghana,2011,0
1218,Greece,2011,0
1219,Guadeloupe,2011,38
1220,Guatemala,2011,83
1221,Guinea,2011,0
1222,Honduras,2011,0
1223,Hong Kong,2011,0
1224,Hungary,2011,0
1225,India,2011,15072
1226,Indonesia,2011,4695
1227,Iran,2011,0
1228,Ireland,2011,0
1229,Israel,2011,0
1230,Italy,2011,0
1231,Ivory Coast,2011,0
1232,Jamaica,2011,0
1233,Japan,2011,0
1234,Jordan,2011,0
1235,Kazakhstan,2011,150
1236,Kenya,2011,0
1237,Kosovo,2011,0
1238,Kyrgyzstan,2011,0
1239,Laos,2011,0
1240,Latvia,2011,0
1241,Madagascar,2011,120
1242,Malawi,2011,0
1243,Malaysia,2011,0
1244,Mauritius,2011,0
1245,Mexico,2011,0
1246,Moldova,2011,0
1247,Mongolia,2011,0
1248,Montenegro,2011,0
1249,Morocco,2011,0
1250,Mozambique,2011,0
1251,Myanmar,2011,0
1252,Namibia,2011,0
1253,Netherlands,2011,0
1254,New Zealand,2011,0
1255,Niger,2011,0
1256,Nigeria,2011,0
1257,North Korea,2011,0
1258,North Macedonia,2011,0
1259,Oman,2011,0
1260,Pakistan,2011,0
1261,Panama,2011,120
1262,Papua New Guinea,2011,0
1263,Peru,2011,0
1264,Philippines,2011,349
1265,Poland,2011,858
1266,Portugal,2011,0
1267,Reunion,2011,0
1268,Romania,2011,0
1269,Russia,2011,100
1270,Senegal,2011,30
1271,Serbia,2011,0
1272,Slovakia,2011,0
1273,Slovenia,2011,0
1274,South Africa,2011,0
1275,South Korea,2011,123
1276,Spain,2011,0
1277,Sri Lanka,2011,300
1278,Sudan,2011,0
1279,Eswatini,2011,0
1280,Sweden,2011,0
1281,Syria,2011,0
1282,Taiwan,2011,50
1283,Tajikistan,2011,0
1284,Tanzania,2011,0
1285,Thailand,2011,0
1286,Turkey,2011,600
1287,Ukraine,2011,0
1288,United Arab Emirates,2011,0
1289,United Kingdom,2011,0
1290,United States,2011,4254
1291,Uzbekistan,2011,0
1292,Venezuela,2011,0
1293,Vietnam,2011,1280
1294,Zambia,2011,0
1295,Zimbabwe,2011,0
1296,Albania,2012,0
1297,Argentina,2012,0
1298,Australia,2012,144
1299,Austria,2012,0
1300,Bangladesh,2012,0
1301,Belarus,2012,0
1302,Belgium,2012,0
1303,Bosnia and Herzegovina,2012,0
1304,Botswana,2012,0
1305,Brazil,2012,360
1306,Brunei,2012,0
1307,Bulgaria,2012,0
1308,Cambodia,2012,0
1309,Canada,2012,0
1310,Chile,2012,885
1311,China,2012,52029
1312,Colombia,2012,0
1313,Croatia,2012,0
1314,Czech Republic,2012,0
1315,Democratic Republic of Congo,2012,0
1316,Denmark,2012,0
1317,Dominican Republic,2012,0
1318,Egypt,2012,0
1319,El Salvador,2012,0
1320,Ethiopia,2012,0
1321,Finland,2012,0
1322,France,2012,270
1323,Georgia,2012,0
1324,Germany,2012,2875
1325,Ghana,2012,0
1326,Greece,2012,0
1327,Guadeloupe,2012,0
1328,Guatemala,2012,57
1329,Guinea,2012,0
1330,Honduras,2012,0
1331,Hong Kong,2012,0
1332,Hungary,2012,0
1333,India,2012,18122
1334,Indonesia,2012,4045
1335,Iran,2012,0
1336,Ireland,2012,0
1337,Israel,2012,0
1338,Italy,2012,0
1339,Ivory Coast,2012,0
1340,Jamaica,2012,0
1341,Japan,2012,0
1342,Jordan,2012,0
1343,Kazakhstan,2012,0
1344,Kenya,2012,0
1345,Kosovo,2012,0
1346,Kyrgyzstan,2012,0
1347,Laos,2012,0
1348,Latvia,2012,0
1349,Madagascar,2012,0
1350,Malawi,2012,0
1351,Malaysia,2012,0
1352,Mauritius,2012,0
1353,Mexico,2012,0
1354,Moldova,2012,0
1355,Mongolia,2012,0
1356,Montenegro,2012,0
1357,Morocco,2012,0
1358,Mozambique,2012,0
1359,Myanmar,2012,0
1360,Namibia,2012,0
1361,Netherlands,2012,0
1362,New Zealand,2012,0
1363,Niger,2012,0
1364,Nigeria,2012,0
1365,North Korea,2012,0
1366,North Macedonia,2012,0
1367,Oman,2012,0
1368,Pakistan,2012,0
1369,Panama,2012,0
1370,Papua New Guinea,2012,0
1371,Peru,2012,0
1372,Philippines,2012,0
1373,Poland,2012,0
1374,Portugal,2012,0
1375,Reunion,2012,0
1376,Romania,2012,0
1377,Russia,2012,549
1378,Senegal,2012,0
1379,Serbia,2012,0
1380,Slovakia,2012,0
1381,Slovenia,2012,0
1382,South Africa,2012,0
1383,South Korea,2012,0
1384,Spain,2012,0
1385,Sri Lanka,2012,0
1386,Sudan,2012,0
1387,Eswatini,2012,0
1388,Sweden,2012,0
1389,Syria,2012,0
1390,Taiwan,2012,0
1391,Tajikistan,2012,0
1392,Tanzania,2012,0
1393,Thailand,2012,967
1394,Turkey,2012,0
1395,Ukraine,2012,0
1396,United Arab Emirates,2012,0
1397,United Kingdom,2012,0
1398,United States,2012,3953
1399,Uzbekistan,2012,0
1400,Venezuela,2012,0
1401,Vietnam,2012,480
1402,Zambia,2012,0
1403,Zimbabwe,2012,0
1404,Albania,2013,0
1405,Argentina,2013,0
1406,Australia,2013,0
1407,Austria,2013,0
1408,Bangladesh,2013,0
1409,Belarus,2013,0
1410,Belgium,2013,0
1411,Bosnia and Herzegovina,2013,0
1412,Botswana,2013,300
1413,Brazil,2013,1085
1414,Brunei,2013,0
1415,Bulgaria,2013,0
1416,Cambodia,2013,0
1417,Canada,2013,0
1418,Chile,2013,270
1419,China,2013,51729
1420,Colombia,2013,0
1421,Croatia,2013,0
1422,Czech Republic,2013,0
1423,Democratic Republic of Congo,2013,0
1424,Denmark,2013,0
1425,Dominican Republic,2013,0
1426,Egypt,2013,0
1427,El Salvador,2013,0
1428,Ethiopia,2013,0
1429,Finland,2013,0
1430,France,2013,0
1431,Georgia,2013,0
1432,Germany,2013,1600
1433,Ghana,2013,0
1434,Greece,2013,0
1435,Guadeloupe,2013,0
1436,Guatemala,2013,46
1437,Guinea,2013,0
1438,Honduras,2013,0
1439,Hong Kong,2013,0
1440,Hungary,2013,0
1441,India,2013,18408
1442,Indonesia,2013,2024
1443,Iran,2013,0
1444,Ireland,2013,0
1445,Israel,2013,0
1446,Italy,2013,0
1447,Ivory Coast,2013,0
1448,Jamaica,2013,0
1449,Japan,2013,1850
1450,Jordan,2013,0
1451,Kazakhstan,2013,60
1452,Kenya,2013,0
1453,Kosovo,2013,0
1454,Kyrgyzstan,2013,0
1455,Laos,2013,0
1456,Latvia,2013,0
1457,Madagascar,2013,0
1458,Malawi,2013,0
1459,Malaysia,2013,0
1460,Mauritius,2013,0
1461,Mexico,2013,0
1462,Moldova,2013,0
1463,Mongolia,2013,0
1464,Montenegro,2013,0
1465,Morocco,2013,0
1466,Mozambique,2013,0
1467,Myanmar,2013,0
1468,Namibia,2013,0
1469,Netherlands,2013,0
1470,New Zealand,2013,0
1471,Niger,2013,0
1472,Nigeria,2013,0
1473,North Korea,2013,0
1474,North Macedonia,2013,0
1475,Oman,2013,0
1476,Pakistan,2013,0
1477,Panama,2013,0
1478,Papua New Guinea,2013,0
1479,Peru,2013,0
1480,Philippines,2013,600
1481,Poland,2013,50
1482,Portugal,2013,0
1483,Reunion,2013,0
1484,Romania,2013,0
1485,Russia,2013,716
1486,Senegal,2013,0
1487,Serbia,2013,0
1488,Slovakia,2013,0
1489,Slovenia,2013,0
1490,South Africa,2013,0
1491,South Korea,2013,60
1492,Spain,2013,0
1493,Sri Lanka,2013,0
1494,Sudan,2013,0
1495,Eswatini,2013,0
1496,Sweden,2013,0
1497,Syria,2013,0
1498,Taiwan,2013,0
1499,Tajikistan,2013,0
1500,Tanzania,2013,0
1501,Thailand,2013,0
1502,Turkey,2013,188
1503,Ukraine,2013,0
1504,United Arab Emirates,2013,0
1505,United Kingdom,2013,0
1506,United States,2013,1813
1507,Uzbekistan,2013,0
1508,Venezuela,2013,0
1509,Vietnam,2013,1040
1510,Zambia,2013,0
1511,Zimbabwe,2013,0
1512,Albania,2014,0
1513,Argentina,2014,0
1514,Australia,2014,0
1515,Austria,2014,0
1516,Bangladesh,2014,0
1517,Belarus,2014,0
1518,Belgium,2014,0
1519,Bosnia and Herzegovina,2014,0
1520,Botswana,2014,300
1521,Brazil,2014,0
1522,Brunei,2014,0
1523,Bulgaria,2014,0
1524,Cambodia,2014,235
1525,Canada,2014,110
1526,Chile,2014,0
1527,China,2014,39057
1528,Colombia,2014,0
1529,Croatia,2014,0
1530,Czech Republic,2014,135
1531,Democratic Republic of Congo,2014,0
1532,Denmark,2014,0
1533,Dominican Republic,2014,0
1534,Egypt,2014,0
1535,El Salvador,2014,0
1536,Ethiopia,2014,0
1537,Finland,2014,0
1538,France,2014,0
1539,Georgia,2014,0
1540,Germany,2014,1710
1541,Ghana,2014,0
1542,Greece,2014,0
1543,Guadeloupe,2014,0
1544,Guatemala,2014,165
1545,Guinea,2014,0
1546,Honduras,2014,0
1547,Hong Kong,2014,0
1548,Hungary,2014,0
1549,India,2014,20799
1550,Indonesia,2014,1080
1551,Iran,2014,0
1552,Ireland,2014,0
1553,Israel,2014,0
1554,Italy,2014,0
1555,Ivory Coast,2014,0
1556,Jamaica,2014,0
1557,Japan,2014,0
1558,Jordan,2014,0
1559,Kazakhstan,2014,0
1560,Kenya,2014,0
1561,Kosovo,2014,0
1562,Kyrgyzstan,2014,0
1563,Laos,2014,0
1564,Latvia,2014,0
1565,Madagascar,2014,0
1566,Malawi,2014,0
1567,Malaysia,2014,0
1568,Mauritius,2014,0
1569,Mexico,2014,0
1570,Moldova,2014,0
1571,Mongolia,2014,50
1572,Montenegro,2014,0
1573,Morocco,2014,700
1574,Mozambique,2014,0
1575,Myanmar,2014,0
1576,Namibia,2014,0
1577,Netherlands,2014,0
1578,New Zealand,2014,0
1579,Niger,2014,0
1580,Nigeria,2014,0
1581,North Korea,2014,0
1582,North Macedonia,2014,0
1583,Oman,2014,0
1584,Pakistan,2014,0
1585,Panama,2014,0
1586,Papua New Guinea,2014,0
1587,Peru,2014,0
1588,Philippines,2014,82
1589,Poland,2014,0
1590,Portugal,2014,0
1591,Reunion,2014,0
1592,Romania,2014,0
1593,Russia,2014,1126
1594,Senegal,2014,0
1595,Serbia,2014,0
1596,Slovakia,2014,0
1597,Slovenia,2014,0
1598,South Africa,2014,0
1599,South Korea,2014,1800
1600,Spain,2014,0
1601,Sri Lanka,2014,600
1602,Sudan,2014,0
1603,Eswatini,2014,0
1604,Sweden,2014,0
1605,Syria,2014,0
1606,Taiwan,2014,0
1607,Tajikistan,2014,100
1608,Tanzania,2014,0
1609,Thailand,2014,0
1610,Turkey,2014,1597
1611,Ukraine,2014,0
1612,United Arab Emirates,2014,0
1613,United Kingdom,2014,0
1614,United States,2014,106
1615,Uzbekistan,2014,0
1616,Venezuela,2014,0
1617,Vietnam,2014,3104
1618,Zambia,2014,0
1619,Zimbabwe,2014,0
1620,Albania,2015,0
1621,Argentina,2015,120
1622,Australia,2015,0
1623,Austria,2015,0
1624,Bangladesh,2015,0
1625,Belarus,2015,0
1626,Belgium,2015,0
1627,Bosnia and Herzegovina,2015,0
1628,Botswana,2015,0
1629,Brazil,2015,0
1630,Brunei,2015,0
1631,Bulgaria,2015,0
1632,Cambodia,2015,135
1633,Canada,2015,0
1634,Chile,2015,152
1635,China,2015,65037
1636,Colombia,2015,164
1637,Croatia,2015,0
1638,Czech Republic,2015,0
1639,Democratic Republic of Congo,2015,0
1640,Denmark,2015,0
1641,Dominican Republic,2015,0
1642,Egypt,2015,0
1643,El Salvador,2015,0
1644,Ethiopia,2015,0
1645,Finland,2015,0
1646,France,2015,0
1647,Georgia,2015,0
1648,Germany,2015,3472
1649,Ghana,2015,0
1650,Greece,2015,0
1651,Guadeloupe,2015,0
1652,Guatemala,2015,159
1653,Guinea,2015,0
1654,Honduras,2015,70
1655,Hong Kong,2015,0
1656,Hungary,2015,0
1657,India,2015,20090
1658,Indonesia,2015,2421
1659,Iran,2015,0
1660,Ireland,2015,0
1661,Israel,2015,0
1662,Italy,2015,0
1663,Ivory Coast,2015,0
1664,Jamaica,2015,0
1665,Japan,2015,38
1666,Jordan,2015,0
1667,Kazakhstan,2015,283
1668,Kenya,2015,0
1669,Kosovo,2015,0
1670,Kyrgyzstan,2015,0
1671,Laos,2015,1252
1672,Latvia,2015,0
1673,Madagascar,2015,0
1674,Malawi,2015,0
1675,Malaysia,2015,1000
1676,Mauritius,2015,0
1677,Mexico,2015,0
1678,Moldova,2015,0
1679,Mongolia,2015,125
1680,Montenegro,2015,0
1681,Morocco,2015,0
1682,Mozambique,2015,0
1683,Myanmar,2015,0
1684,Namibia,2015,0
1685,Netherlands,2015,2400
1686,New Zealand,2015,0
1687,Niger,2015,0
1688,Nigeria,2015,0
1689,North Korea,2015,0
1690,North Macedonia,2015,0
1691,Oman,2015,0
1692,Pakistan,2015,0
1693,Panama,2015,0
1694,Papua New Guinea,2015,0
1695,Peru,2015,0
1696,Philippines,2015,585
1697,Poland,2015,55
1698,Portugal,2015,0
1699,Reunion,2015,0
1700,Romania,2015,0
1701,Russia,2015,225
1702,Senegal,2015,0
1703,Serbia,2015,0
1704,Slovakia,2015,0
1705,Slovenia,2015,600
1706,South Africa,2015,795
1707,South Korea,2015,0
1708,Spain,2015,0
1709,Sri Lanka,2015,0
1710,Sudan,2015,0
1711,Eswatini,2015,0
1712,Sweden,2015,0
1713,Syria,2015,0
1714,Taiwan,2015,0
1715,Tajikistan,2015,0
1716,Tanzania,2015,0
1717,Thailand,2015,0
1718,Turkey,2015,1140
1719,Ukraine,2015,0
1720,United Arab Emirates,2015,0
1721,United Kingdom,2015,0
1722,United States,2015,50
1723,Uzbekistan,2015,0
1724,Venezuela,2015,0
1725,Vietnam,2015,4475
1726,Zambia,2015,30
1727,Zimbabwe,2015,0
1728,Albania,2016,0
1729,Argentina,2016,0
1730,Australia,2016,0
1731,Austria,2016,0
1732,Bangladesh,2016,0
1733,Belarus,2016,0
1734,Belgium,2016,0
1735,Bosnia and Herzegovina,2016,300
1736,Botswana,2016,0
1737,Brazil,2016,0
1738,Brunei,2016,0
1739,Bulgaria,2016,0
1740,Cambodia,2016,0
1741,Canada,2016,0
1742,Chile,2016,531
1743,China,2016,49405
1744,Colombia,2016,160
1745,Croatia,2016,0
1746,Czech Republic,2016,750
1747,Democratic Republic of Congo,2016,0
1748,Denmark,2016,0
1749,Dominican Republic,2016,0
1750,Egypt,2016,0
1751,El Salvador,2016,0
1752,Ethiopia,2016,0
1753,Finland,2016,0
1754,France,2016,0
1755,Georgia,2016,0
1756,Germany,2016,0
1757,Ghana,2016,0
1758,Greece,2016,0
1759,Guadeloupe,2016,0
1760,Guatemala,2016,362
1761,Guinea,2016,0
1762,Honduras,2016,0
1763,Hong Kong,2016,0
1764,Hungary,2016,0
1765,India,2016,18965
1766,Indonesia,2016,1219
1767,Iran,2016,0
1768,Ireland,2016,0
1769,Israel,2016,0
1770,Italy,2016,0
1771,Ivory Coast,2016,0
1772,Jamaica,2016,0
1773,Japan,2016,112
1774,Jordan,2016,0
1775,Kazakhstan,2016,0
1776,Kenya,2016,0
1777,Kosovo,2016,0
1778,Kyrgyzstan,2016,0
1779,Laos,2016,626
1780,Latvia,2016,0
1781,Madagascar,2016,0
1782,Malawi,2016,0
1783,Malaysia,2016,1000
1784,Mauritius,2016,0
1785,Mexico,2016,0
1786,Moldova,2016,0
1787,Mongolia,2016,0
1788,Montenegro,2016,0
1789,Morocco,2016,0
1790,Mozambique,2016,0
1791,Myanmar,2016,0
1792,Namibia,2016,0
1793,Netherlands,2016,1100
1794,New Zealand,2016,0
1795,Niger,2016,0
1796,Nigeria,2016,0
1797,North Korea,2016,0
1798,North Macedonia,2016,0
1799,Oman,2016,0
1800,Pakistan,2016,40
1801,Panama,2016,0
1802,Papua New Guinea,2016,0
1803,Peru,2016,0
1804,Philippines,2016,1314
1805,Poland,2016,50
1806,Portugal,2016,0
1807,Reunion,2016,0
1808,Romania,2016,0
1809,Russia,2016,1130
1810,Senegal,2016,0
1811,Serbia,2016,0
1812,Slovakia,2016,0
1813,Slovenia,2016,0
1814,South Africa,2016,0
1815,South Korea,2016,5486
1816,Spain,2016,0
1817,Sri Lanka,2016,0
1818,Sudan,2016,0
1819,Eswatini,2016,0
1820,Sweden,2016,0
1821,Syria,2016,0
1822,Taiwan,2016,800
1823,Tajikistan,2016,300
1824,Tanzania,2016,0
1825,Thailand,2016,0
1826,Turkey,2016,1850
1827,Ukraine,2016,0
1828,United Arab Emirates,2016,0
1829,United Kingdom,2016,0
1830,United States,2016,0
1831,Uzbekistan,2016,150
1832,Venezuela,2016,0
1833,Vietnam,2016,300
1834,Zambia,2016,300
1835,Zimbabwe,2016,0
1836,Albania,2017,0
1837,Argentina,2017,0
1838,Australia,2017,0
1839,Austria,2017,0
1840,Bangladesh,2017,0
1841,Belarus,2017,0
1842,Belgium,2017,0
1843,Bosnia and Herzegovina,2017,0
1844,Botswana,2017,0
1845,Brazil,2017,0
1846,Brunei,2017,0
1847,Bulgaria,2017,53
1848,Cambodia,2017,135
1849,Canada,2017,0
1850,Chile,2017,0
1851,China,2017,39546
1852,Colombia,2017,0
1853,Croatia,2017,0
1854,Czech Republic,2017,0
1855,Democratic Republic of Congo,2017,0
1856,Denmark,2017,0
1857,Dominican Republic,2017,0
1858,Egypt,2017,0
1859,El Salvador,2017,0
1860,Ethiopia,2017,0
1861,Finland,2017,0
1862,France,2017,0
1863,Georgia,2017,0
1864,Germany,2017,0
1865,Ghana,2017,0
1866,Greece,2017,0
1867,Guadeloupe,2017,0
1868,Guatemala,2017,0
1869,Guinea,2017,0
1870,Honduras,2017,0
1871,Hong Kong,2017,0
1872,Hungary,2017,0
1873,India,2017,8988
1874,Indonesia,2017,1464
1875,Iran,2017,0
1876,Ireland,2017,0
1877,Israel,2017,0
1878,Italy,2017,0
1879,Ivory Coast,2017,0
1880,Jamaica,2017,0
1881,Japan,2017,500
1882,Jordan,2017,0
1883,Kazakhstan,2017,0
1884,Kenya,2017,0
1885,Kosovo,2017,0
1886,Kyrgyzstan,2017,300
1887,Laos,2017,0
1888,Latvia,2017,0
1889,Madagascar,2017,0
1890,Malawi,2017,0
1891,Malaysia,2017,1000
1892,Mauritius,2017,0
1893,Mexico,2017,0
1894,Moldova,2017,0
1895,Mongolia,2017,0
1896,Montenegro,2017,0
1897,Morocco,2017,350
1898,Mozambique,2017,0
1899,Myanmar,2017,40
1900,Namibia,2017,0
1901,Netherlands,2017,0
1902,New Zealand,2017,0
1903,Niger,2017,0
1904,Nigeria,2017,0
1905,North Korea,2017,200
1906,North Macedonia,2017,0
1907,Oman,2017,0
1908,Pakistan,2017,2260
1909,Panama,2017,0
1910,Papua New Guinea,2017,0
1911,Peru,2017,0
1912,Philippines,2017,465
1913,Poland,2017,1075
1914,Portugal,2017,0
1915,Reunion,2017,0
1916,Romania,2017,0
1917,Russia,2017,0
1918,Senegal,2017,0
1919,Serbia,2017,0
1920,Slovakia,2017,0
1921,Slovenia,2017,0
1922,South Africa,2017,1590
1923,South Korea,2017,5262
1924,Spain,2017,0
1925,Sri Lanka,2017,0
1926,Sudan,2017,0
1927,Eswatini,2017,0
1928,Sweden,2017,0
1929,Syria,2017,0
1930,Taiwan,2017,800
1931,Tajikistan,2017,0
1932,Tanzania,2017,0
1933,Thailand,2017,0
1934,Turkey,2017,1320
1935,Ukraine,2017,0
1936,United Arab Emirates,2017,0
1937,United Kingdom,2017,0
1938,United States,2017,0
1939,Uzbekistan,2017,0
1940,Venezuela,2017,0
1941,Vietnam,2017,2295
1942,Zambia,2017,0
1943,Zimbabwe,2017,0
1944,Albania,2018,0
1945,Argentina,2018,0
1946,Australia,2018,0
1947,Austria,2018,0
1948,Bangladesh,2018,275
1949,Belarus,2018,0
1950,Belgium,2018,0
1951,Bosnia and Herzegovina,2018,0
1952,Botswana,2018,0
1953,Brazil,2018,0
1954,Brunei,2018,0
1955,Bulgaria,2018,0
1956,Cambodia,2018,0
1957,Canada,2018,0
1958,Chile,2018,0
1959,China,2018,33476
1960,Colombia,2018,273
1961,Croatia,2018,0
1962,Czech Republic,2018,0
1963,Democratic Republic of Congo,2018,0
1964,Denmark,2018,0
1965,Dominican Republic,2018,0
1966,Egypt,2018,0
1967,El Salvador,2018,0
1968,Ethiopia,2018,0
1969,Finland,2018,0
1970,France,2018,0
1971,Georgia,2018,0
1972,Germany,2018,0
1973,Ghana,2018,0
1974,Greece,2018,0
1975,Guadeloupe,2018,0
1976,Guatemala,2018,0
1977,Guinea,2018,0
1978,Honduras,2018,35
1979,Hong Kong,2018,0
1980,Hungary,2018,0
1981,India,2018,8380
1982,Indonesia,2018,730
1983,Iran,2018,0
1984,Ireland,2018,0
1985,Israel,2018,0
1986,Italy,2018,0
1987,Ivory Coast,2018,0
1988,Jamaica,2018,0
1989,Japan,2018,576
1990,Jordan,2018,30
1991,Kazakhstan,2018,0
1992,Kenya,2018,0
1993,Kosovo,2018,0
1994,Kyrgyzstan,2018,0
1995,Laos,2018,0
1996,Latvia,2018,0
1997,Madagascar,2018,0
1998,Malawi,2018,0
1999,Malaysia,2018,0
2000,Mauritius,2018,0
2001,Mexico,2018,0
2002,Moldova,2018,0
2003,Mongolia,2018,0
2004,Montenegro,2018,0
2005,Morocco,2018,1386
2006,Mozambique,2018,0
2007,Myanmar,2018,0
2008,Namibia,2018,0
2009,Netherlands,2018,0
2010,New Zealand,2018,0
2011,Niger,2018,0
2012,Nigeria,2018,0
2013,North Korea,2018,0
2014,North Macedonia,2018,0
2015,Oman,2018,0
2016,Pakistan,2018,660
2017,Panama,2018,306
2018,Papua New Guinea,2018,0
2019,Peru,2018,0
2020,Philippines,2018,720
2021,Poland,2018,220
2022,Portugal,2018,0
2023,Reunion,2018,0
2024,Romania,2018,0
2025,Russia,2018,0
2026,Senegal,2018,0
2027,Serbia,2018,0
2028,Slovakia,2018,0
2029,Slovenia,2018,0
2030,South Africa,2018,795
2031,South Korea,2018,0
2032,Spain,2018,0
2033,Sri Lanka,2018,0
2034,Sudan,2018,0
2035,Eswatini,2018,0
2036,Sweden,2018,0
2037,Syria,2018,0
2038,Taiwan,2018,1649
2039,Tajikistan,2018,0
2040,Tanzania,2018,0
2041,Thailand,2018,0
2042,Turkey,2018,330
2043,Ukraine,2018,0
2044,United Arab Emirates,2018,0
2045,United Kingdom,2018,0
2046,United States,2018,0
2047,Uzbekistan,2018,0
2048,Venezuela,2018,0
2049,Vietnam,2018,2225
2050,Zambia,2018,0
2051,Zimbabwe,2018,30
2052,Albania,2019,0
2053,Argentina,2019,0
2054,Australia,2019,0
2055,Austria,2019,0
2056,Bangladesh,2019,0
2057,Belarus,2019,0
2058,Belgium,2019,0
2059,Bosnia and Herzegovina,2019,0
2060,Botswana,2019,0
2061,Brazil,2019,345
2062,Brunei,2019,220
2063,Bulgaria,2019,0
2064,Cambodia,2019,0
2065,Canada,2019,0
2066,Chile,2019,375
2067,China,2019,48856
2068,Colombia,2019,0
2069,Croatia,2019,0
2070,Czech Republic,2019,0
2071,Democratic Republic of Congo,2019,0
2072,Denmark,2019,0
2073,Dominican Republic,2019,376
2074,Egypt,2019,0
2075,El Salvador,2019,0
2076,Ethiopia,2019,0
2077,Finland,2019,0
2078,France,2019,0
2079,Georgia,2019,0
2080,Germany,2019,0
2081,Ghana,2019,0
2082,Greece,2019,0
2083,Guadeloupe,2019,0
2084,Guatemala,2019,0
2085,Guinea,2019,0
2086,Honduras,2019,0
2087,Hong Kong,2019,0
2088,Hungary,2019,0
2089,India,2019,8635
2090,Indonesia,2019,2991
2091,Iran,2019,0
2092,Ireland,2019,0
2093,Israel,2019,0
2094,Italy,2019,0
2095,Ivory Coast,2019,0
2096,Jamaica,2019,0
2097,Japan,2019,1224
2098,Jordan,2019,0
2099,Kazakhstan,2019,0
2100,Kenya,2019,0
2101,Kosovo,2019,0
2102,Kyrgyzstan,2019,0
2103,Laos,2019,0
2104,Latvia,2019,0
2105,Madagascar,2019,0
2106,Malawi,2019,0
2107,Malaysia,2019,2600
2108,Mauritius,2019,0
2109,Mexico,2019,0
2110,Moldova,2019,0
2111,Mongolia,2019,35
2112,Montenegro,2019,0
2113,Morocco,2019,0
2114,Mozambique,2019,0
2115,Myanmar,2019,0
2116,Namibia,2019,0
2117,Netherlands,2019,0
2118,New Zealand,2019,0
2119,Niger,2019,0
2120,Nigeria,2019,0
2121,North Korea,2019,0
2122,North Macedonia,2019,0
2123,Oman,2019,0
2124,Pakistan,2019,1980
2125,Panama,2019,0
2126,Papua New Guinea,2019,0
2127,Peru,2019,0
2128,Philippines,2019,1500
