,country,alpha_3,year,coal_mw_new,coal_mw_retired,coal_mw_change
1959,China,CHN,2018,33476,10799,22677
1960,Colombia,COL,2018,273,0,273
1961,Croatia,HRV,2018,0,0,0
1962,Czech Republic,CZE,2018,0,0,0
1963,Democratic Republic of Congo,COD,2018,0,0,0
1964,Denmark,DNK,2018,0,0,0
1965,Dominican Republic,DOM,2018,0,0,0
1966,Egypt,EGY,2018,0,0,0
1967,El Salvador,SLV,2018,0,0,0
1968,Ethiopia,ETH,2018,0,0,0
1969,Finland,FIN,2018,0,0,0
1970,France,FRA,2018,0,0,0
1971,Georgia,GEO,2018,0,0,0
1972,Germany,DEU,2018,0,1052,-1052
1973,Ghana,GHA,2018,0,0,0
1974,Greece,GRC,2018,0,0,0
1975,Guadeloupe,GLP,2018,0,0,0
1976,Guatemala,GTM,2018,0,0,0
1977,Guinea,GIN,2018,0,0,0
1978,Honduras,HND,2018,35,0,35
1979,Hong Kong,HKG,2018,0,250,-250
1980,Hungary,HUN,2018,0,0,0
1981,India,IND,2018,8380,2009,6371
1982,Indonesia,IDN,2018,730,0,730
1983,Iran,IRN,2018,0,0,0
1984,Ireland,IRL,2018,0,0,0
1985,Israel,ISR,2018,0,0,0
1986,Italy,ITA,2018,0,0,0
1987,Ivory Coast,CIV,2018,0,0,0
1988,Jamaica,JAM,2018,0,0,0
1989,Japan,JPN,2018,576,250,326
1990,Jordan,JOR,2018,30,0,30
1991,Kazakhstan,KAZ,2018,0,0,0
1992,Kenya,KEN,2018,0,0,0
1993,Kosovo,,2018,0,0,0
1994,Kyrgyzstan,KGZ,2018,0,0,0
1995,Laos,LAO,2018,0,0,0
1996,Latvia,LVA,2018,0,0,0
1997,Madagascar,MDG,2018,0,0,0
1998,Malawi,MWI,2018,0,0,0
1999,Malaysia,MYS,2018,0,0,0
2000,Mauritius,MUS,2018,0,0,0
2001,Mexico,MEX,2018,0,0,0
2002,Moldova,MDA,2018,0,0,0
2003,Mongolia,MNG,2018,0,0,0
2004,Montenegro,MNE,2018,0,0,0
2005,Morocco,MAR,2018,1386,0,1386
2006,Mozambique,MOZ,2018,0,0,0
2007,Myanmar,MMR,2018,0,0,0
2008,Namibia,NAM,2018,0,0,0
2009,Netherlands,NLD,2018,0,0,0
2010,New Zealand,NZL,2018,0,0,0
2011,Niger,NER,2018,0,0,0
2012,Nigeria,NGA,2018,0,0,0
2013,North Korea,KOR,2018,0,0,0
2014,North Macedonia,MKD,2018,0,0,0
2015,Oman,OMN,2018,0,0,0
2016,Pakistan,PAK,2018,660,0,660
2017,Panama,PAN,2018,306,0,306
2018,Papua New Guinea,PNG,2018,0,0,0
2019,Peru,PER,2018,0,0,0
2020,Philippines,PHL,2018,720,0,720
2021,Poland,POL,2018,220,0,220
2022,Portugal,PRT,2018,0,0,0
2023,Reunion,REU,2018,0,0,0
2024,Romania,ROU,2018,0,0,0
2025,Russia,RUS,2018,0,30,-30
2026,Senegal,SEN,2018,0,0,0
2027,Serbia,SRB,2018,0,0,0
2028,Slovakia,SVK,2018,0,0,0
2029,Slovenia,SVN,2018,0,400,-400
2030,South Africa,ZAF,2018,795,0,795
2031,South Korea,PRK,2018,0,200,-200
2032,Spain,ESP,2018,0,365,-365
2033,Sri Lanka,LKA,2018,0,0,0
2034,Sudan,SDN,2018,0,0,0
2035,Eswatini,SWZ,2018,0,0,0
2036,Sweden,SWE,2018,0,0,0
2037,Syria,SYR,2018,0,0,0
2038,Taiwan,TWN,2018,1649,0,1649
2039,Tajikistan,TJK,2018,0,0,0
2040,Tanzania,TZA,2018,0,0,0
2041,Thailand,THA,2018,0,0,0
2042,Turkey,TUR,2018,330,0,330
2043,Ukraine,UKR,2018,0,0,0
2044,United Arab Emirates,ARE,2018,0,0,0
2045,United Kingdom,GBR,2018,0,2833,-2833
2046,United States,USA,2018,0,15891,-15891
2047,Uzbekistan,UZB,2018,0,0,0
2048,Venezuela,VEN,2018,0,0,0
2049,Vietnam,VNM,2018,2225,0,2225
2050,Zambia,ZMB,2018,0,0,0
2051,Zimbabwe,ZWE,2018,30,0,30
2052,Albania,ALB,2019,0,0,0
2053,Argentina,ARG,2019,0,0,0
2054,Australia,AUS,2019,0,0,0
2055,Austria,AUT,2019,0,352,-352
2056,Bangladesh,BGD,2019,0,0,0
2057,Belarus,BLR,2019,0,0,0
2058,Belgium,BEL,2019,0,0,0
2059,Bosnia and Herzegovina,BIH,2019,0,0,0
2060,Botswana,BWA,2019,0,0,0
2061,Brazil,BRA,2019,345,0,345
2062,Brunei,BRN,2019,220,0,220
2063,Bulgaria,BGR,2019,0,0,0
2064,Cambodia,KHM,2019,0,0,0
2065,Canada,CAN,2019,0,149,-149
2066,Chile,CHL,2019,375,325,50
2067,China,CHN,2019,48856,7137,41719
2068,Colombia,COL,2019,0,0,0
2069,Croatia,HRV,2019,0,0,0
2070,Czech Republic,CZE,2019,0,200,-200
2071,Democratic Republic of Congo,COD,2019,0,0,0
2072,Denmark,DNK,2019,0,1057,-1057
2073,Dominican Republic,DOM,2019,376,0,376
2074,Egypt,EGY,2019,0,0,0
2075,El Salvador,SLV,2019,0,0,0
2076,Ethiopia,ETH,2019,0,0,0
2077,Finland,FIN,2019,0,138,-138
2078,France,FRA,2019,0,0,0
2079,Georgia,GEO,2019,0,0,0
2080,Germany,DEU,2019,0,1245,-1245
2081,Ghana,GHA,2019,0,0,0
2082,Greece,GRC,2019,0,600,-600
2083,Guadeloupe,GLP,2019,0,0,0
2084,Guatemala,GTM,2019,0,0,0
2085,Guinea,GIN,2019,0,0,0
2086,Honduras,HND,2019,0,0,0
2087,Hong Kong,HKG,2019,0,0,0
2088,Hungary,HUN,2019,0,0,0
2089,India,IND,2019,8635,795,7840
2090,Indonesia,IDN,2019,2991,0,2991
2091,Iran,IRN,2019,0,0,0
2092,Ireland,IRL,2019,0,0,0
2093,Israel,ISR,2019,0,0,0
2094,Italy,ITA,2019,0,0,0
2095,Ivory Coast,CIV,2019,0,0,0
2096,Jamaica,JAM,2019,0,0,0
2097,Japan,JPN,2019,1224,440,784
2098,Jordan,JOR,2019,0,0,0
2099,Kazakhstan,KAZ,2019,0,0,0
2100,Kenya,KEN,2019,0,0,0
2101,Kosovo,,2019,0,0,0
2102,Kyrgyzstan,KGZ,2019,0,0,0
2103,Laos,LAO,2019,0,0,0
2104,Latvia,LVA,2019,0,0,0
2105,Madagascar,MDG,2019,0,0,0
2106,Malawi,MWI,2019,0,0,0
2107,Malaysia,MYS,2019,2600,0,2600
2108,Mauritius,MUS,2019,0,0,0
2109,Mexico,MEX,2019,0,0,0
2110,Moldova,MDA,2019,0,0,0
2111,Mongolia,MNG,2019,35,0,35
2112,Montenegro,MNE,2019,0,0,0
2113,Morocco,MAR,2019,0,0,0
2114,Mozambique,MOZ,2019,0,0,0
2115,Myanmar,MMR,2019,0,0,0
2116,Namibia,NAM,2019,0,0,0
2117,Netherlands,NLD,2019,0,685,-685
2118,New Zealand,NZL,2019,0,0,0
2119,Niger,NER,2019,0,0,0
2120,Nigeria,NGA,2019,0,0,0
2121,North Korea,KOR,2019,0,0,0
2122,North Macedonia,MKD,2019,0,0,0
2123,Oman,OMN,2019,0,0,0
2124,Pakistan,PAK,2019,1980,0,1980
2125,Panama,PAN,2019,0,0,0
2126,Papua New Guinea,PNG,2019,0,0,0
2127,Peru,PER,2019,0,0,0
2128,Philippines,PHL,2019,1500,0,1500
2129,Poland,POL,2019,1800,570,1230
2130,Portugal,PRT,2019,0,0,0
2131,Reunion,REU,2019,0,0,0
2132,Romania,ROU,2019,0,960,-960
2133,Russia,RUS,2019,120,1625,-1505
2134,Senegal,SEN,2019,0,0,0
2135,Serbia,SRB,2019,0,0,0
2136,Slovakia,SVK,2019,0,0,0
2137,Slovenia,SVN,2019,0,0,0
2138,South Africa,ZAF,2019,1590,0,1590
2139,South Korea,PRK,2019,269,0,269
2140,Spain,ESP,2019,0,250,-250
2141,Sri Lanka,LKA,2019,0,0,0
2142,Sudan,SDN,2019,0,0,0
2143,Eswatini,SWZ,2019,0,0,0
2144,Sweden,SWE,2019,0,0,0
2145,Syria,SYR,2019,0,0,0
2146,Taiwan,TWN,2019,800,0,800
2147,Tajikistan,TJK,2019,0,0,0
2148,Tanzania,TZA,2019,0,0,0
2149,Thailand,THA,2019,805,600,205
2150,Turkey,TUR,2019,550,0,550
2151,Ukraine,UKR,2019,0,0,0
2152,United Arab Emirates,ARE,2019,0,0,0
2153,United Kingdom,GBR,2019,0,2717,-2717
2154,United States,USA,2019,0,16303,-16303
2155,Uzbekistan,UZB,2019,0,0,0
2156,Venezuela,VEN,2019,0,0,0
2157,Vietnam,VNM,2019,1200,0,1200
2158,Zambia,ZMB,2019,0,0,0
2159,Zimbabwe,ZWE,2019,0,0,0
2160,Albania,ALB,2020,0,0,0
2161,Argentina,ARG,2020,0,0,0
2162,Australia,AUS,2020,0,600,-600
2163,Austria,AUT,2020,0,351,-351
2164,Bangladesh,BGD,2020,660,0,660
2165,Belarus,BLR,2020,0,0,0
2166,Belgium,BEL,2020,0,125,-125
2167,Bosnia and Herzegovina,BIH,2020,0,0,0
2168,Botswana,BWA,2020,0,0,0
2169,Brazil,BRA,2020,0,0,0
2170,Brunei,BRN,2020,0,0,0
2171,Bulgaria,BGR,2020,0,0,0
2172,Cambodia,KHM,2020,150,0,150
2173,Canada,CAN,2020,0,380,-380
2174,Chile,CHL,2020,0,248,-248
2175,China,CHN,2020,38390,13622,24768
2176,Colombia,COL,2020,0,0,0
2177,Croatia,HRV,2020,0,0,0
2178,Czech Republic,CZE,2020,660,1864,-1204
2179,Democratic Republic of Congo,COD,2020,0,0,0
2180,Denmark,DNK,2020,0,263,-263
2181,Dominican Republic,DOM,2020,376,0,376
2182,Egypt,EGY,2020,0,0,0
2183,El Salvador,SLV,2020,0,0,0
2184,Ethiopia,ETH,2020,0,0,0
2185,Finland,FIN,2020,0,65,-65
2186,France,FRA,2020,0,733,-733
2187,Georgia,GEO,2020,0,0,0
2188,Germany,DEU,2020,1100,839,261
2189,Ghana,GHA,2020,0,0,0
2190,Greece,GRC,2020,0,600,-600
2191,Guadeloupe,GLP,2020,0,0,0
2192,Guatemala,GTM,2020,0,0,0
2193,Guinea,GIN,2020,0,0,0
2194,Honduras,HND,2020,0,0,0
2195,Hong Kong,HKG,2020,0,0,0
2196,Hungary,HUN,2020,0,0,0
2197,India,IND,2020,2000,2155,-155
2198,Indonesia,IDN,2020,1341,0,1341
2199,Iran,IRN,2020,0,0,0
2200,Ireland,IRL,2020,0,0,0
2201,Israel,ISR,2020,0,0,0
2202,Italy,ITA,2020,0,660,-660
2203,Ivory Coast,CIV,2020,0,0,0
2204,Jamaica,JAM,2020,0,0,0
2205,Japan,JPN,2020,1957,285,1672
2206,Jordan,JOR,2020,0,0,0
2207,Kazakhstan,KAZ,2020,0,110,-110
2208,Kenya,KEN,2020,0,0,0
2209,Kosovo,,2020,0,0,0
2210,Kyrgyzstan,KGZ,2020,0,0,0
2211,Laos,LAO,2020,0,0,0
2212,Latvia,LVA,2020,0,0,0
2213,Madagascar,MDG,2020,0,0,0
2214,Malawi,MWI,2020,0,0,0
2215,Malaysia,MYS,2020,0,0,0
2216,Mauritius,MUS,2020,0,0,0
2217,Mexico,MEX,2020,0,0,0
2218,Moldova,MDA,2020,0,0,0
2219,Mongolia,MNG,2020,0,0,0
2220,Montenegro,MNE,2020,0,0,0
2221,Morocco,MAR,2020,0,0,0
2222,Mozambique,MOZ,2020,0,0,0
2223,Myanmar,MMR,2020,0,0,0
2224,Namibia,NAM,2020,0,0,0
2225,Netherlands,NLD,2020,0,0,0
2226,New Zealand,NZL,2020,0,0,0
2227,Niger,NER,2020,0,0,0
2228,Nigeria,NGA,2020,0,0,0
2229,North Korea,KOR,2020,0,0,0
2230,North Macedonia,MKD,2020,0,0,0
2231,Oman,OMN,2020,0,0,0
2232,Pakistan,PAK,2020,0,0,0
2233,Panama,PAN,2020,0,0,0
2234,Papua New Guinea,PNG,2020,0,0,0
2235,Peru,PER,2020,0,0,0
2236,Philippines,PHL,2020,335,52,283
2237,Poland,POL,2020,910,1249,-339
2238,Portugal,PRT,2020,0,0,0
2239,Reunion,REU,2020,0,0,0
2240,Romania,ROU,2020,0,0,0
2241,Russia,RUS,2020,321,1080,-759
2242,Senegal,SEN,2020,0,0,0
2243,Serbia,SRB,2020,0,0,0
2244,Slovakia,SVK,2020,0,32,-32
2245,Slovenia,SVN,2020,0,0,0
2246,South Africa,ZAF,2020,795,0,795
2247,South Korea,PRK,2020,0,1120,-1120
2248,Spain,ESP,2020,0,4758,-4758
2249,Sri Lanka,LKA,2020,0,0,0
2250,Sudan,SDN,2020,0,0,0
2251,Eswatini,SWZ,2020,0,0,0
2252,Sweden,SWE,2020,0,141,-141
2253,Syria,SYR,2020,0,0,0
2254,Taiwan,TWN,2020,0,0,0
2255,Tajikistan,TJK,2020,0,0,0
2256,Tanzania,TZA,2020,0,0,0
2257,Thailand,THA,2020,0,0,0
2258,Turkey,TUR,2020,0,0,0
2259,Ukraine,UKR,2020,0,0,0
2260,United Arab Emirates,ARE,2020,0,0,0
2261,United Kingdom,GBR,2020,0,3524,-3524
2262,United States,USA,2020,0,11550,-11550
2263,Uzbekistan,UZB,2020,0,0,0
2264,Venezuela,VEN,2020,0,0,0
2265,Vietnam,VNM,2020,1288,0,1288
2266,Zambia,ZMB,2020,0,0,0
2267,Zimbabwe,ZWE,2020,0,30,-30
