,country,alpha_3,year,coal_mw_new,coal_mw_retired,coal_mw_change
659,Bulgaria,BGR,2006,0,0,0
660,Cambodia,KHM,2006,0,0,0
661,Canada,CAN,2006,0,0,0
662,Chile,CHL,2006,0,0,0
663,China,CHN,2006,82067,562,81505
664,Colombia,COL,2006,0,0,0
665,Croatia,HRV,2006,0,0,0
666,Czech Republic,CZE,2006,0,0,0
667,Democratic Republic of Congo,COD,2006,0,0,0
668,Denmark,DNK,2006,0,0,0
669,Dominican Republic,DOM,2006,0,0,0
670,Egypt,EGY,2006,0,0,0
671,El Salvador,SLV,2006,0,0,0
672,Ethiopia,ETH,2006,0,0,0
673,Finland,FIN,2006,0,78,-78
674,France,FRA,2006,58,250,-192
675,Georgia,GEO,2006,0,0,0
676,Germany,DEU,2006,0,0,0
677,Ghana,GHA,2006,0,0,0
678,Greece,GRC,2006,0,0,0
679,Guadeloupe,GLP,2006,0,0,0
680,Guatemala,GTM,2006,0,0,0
681,Guinea,GIN,2006,0,0,0
682,Honduras,HND,2006,0,0,0
683,Hong Kong,HKG,2006,0,0,0
684,Hungary,HUN,2006,0,0,0
685,India,IND,2006,2288,0,2288
686,Indonesia,IDN,2006,1980,0,1980
687,Iran,IRN,2006,0,0,0
688,Ireland,IRL,2006,0,0,0
689,Israel,ISR,2006,0,0,0
690,Italy,ITA,2006,0,0,0
691,Ivory Coast,CIV,2006,0,0,0
692,Jamaica,JAM,2006,0,0,0
693,Japan,JPN,2006,95,0,95
694,Jordan,JOR,2006,0,0,0
695,Kazakhstan,KAZ,2006,120,0,120
696,Kenya,KEN,2006,0,0,0
697,Kosovo,,2006,0,65,-65
698,Kyrgyzstan,KGZ,2006,0,0,0
699,Laos,LAO,2006,0,0,0
700,Latvia,LVA,2006,0,0,0
701,Madagascar,MDG,2006,0,0,0
702,Malawi,MWI,2006,0,0,0
703,Malaysia,MYS,2006,748,0,748
704,Mauritius,MUS,2006,0,0,0
705,Mexico,MEX,2006,0,0,0
706,Moldova,MDA,2006,0,0,0
707,Mongolia,MNG,2006,0,0,0
708,Montenegro,MNE,2006,0,0,0
709,Morocco,MAR,2006,0,0,0
710,Mozambique,MOZ,2006,0,0,0
711,Myanmar,MMR,2006,0,0,0
712,Namibia,NAM,2006,0,0,0
713,Netherlands,NLD,2006,0,0,0
714,New Zealand,NZL,2006,0,0,0
715,Niger,NER,2006,0,0,0
716,Nigeria,NGA,2006,0,0,0
717,North Korea,KOR,2006,0,0,0
718,North Macedonia,MKD,2006,0,0,0
719,Oman,OMN,2006,0,0,0
720,Pakistan,PAK,2006,0,0,0
721,Panama,PAN,2006,0,0,0
722,Papua New Guinea,PNG,2006,0,0,0
723,Peru,PER,2006,0,0,0
724,Philippines,PHL,2006,284,0,284
725,Poland,POL,2006,0,0,0
726,Portugal,PRT,2006,0,0,0
727,Reunion,REU,2006,0,0,0
728,Romania,ROU,2006,0,330,-330
729,Russia,RUS,2006,180,0,180
730,Senegal,SEN,2006,0,0,0
731,Serbia,SRB,2006,0,0,0
732,Slovakia,SVK,2006,0,0,0
733,Slovenia,SVN,2006,0,0,0
734,South Africa,ZAF,2006,0,0,0
735,South Korea,PRK,2006,500,0,500
736,Spain,ESP,2006,0,80,-80
737,Sri Lanka,LKA,2006,0,0,0
738,Sudan,SDN,2006,0,0,0
739,Eswatini,SWZ,2006,0,0,0
740,Sweden,SWE,2006,0,0,0
741,Syria,SYR,2006,0,0,0
742,Taiwan,TWN,2006,550,0,550
743,Tajikistan,TJK,2006,0,0,0
744,Tanzania,TZA,2006,0,0,0
745,Thailand,THA,2006,717,0,717
746,Turkey,TUR,2006,1080,0,1080
747,Ukraine,UKR,2006,0,0,0
748,United Arab Emirates,ARE,2006,0,0,0
749,United Kingdom,GBR,2006,0,0,0
750,United States,USA,2006,574,271,303
751,Uzbekistan,UZB,2006,0,0,0
752,Venezuela,VEN,2006,0,0,0
753,Vietnam,VNM,2006,115,0,115
754,Zambia,ZMB,2006,0,0,0
755,Zimbabwe,ZWE,2006,0,0,0
756,Albania,ALB,2007,0,0,0
757,Argentina,ARG,2007,0,0,0
758,Australia,AUS,2007,750,0,750
759,Austria,AUT,2007,0,0,0
760,Bangladesh,BGD,2007,0,0,0
761,Belarus,BLR,2007,0,0,0
762,Belgium,BEL,2007,0,0,0
763,Bosnia and Herzegovina,BIH,2007,0,0,0
764,Botswana,BWA,2007,0,0,0
765,Brazil,BRA,2007,88,0,88
766,Brunei,BRN,2007,0,0,0
767,Bulgaria,BGR,2007,0,0,0
768,Cambodia,KHM,2007,0,0,0
769,Canada,CAN,2007,0,0,0
770,Chile,CHL,2007,0,0,0
771,China,CHN,2007,82291,9986,72305
772,Colombia,COL,2007,0,0,0
773,Croatia,HRV,2007,0,0,0
774,Czech Republic,CZE,2007,0,0,0
775,Democratic Republic of Congo,COD,2007,0,0,0
776,Denmark,DNK,2007,0,0,0
777,Dominican Republic,DOM,2007,0,0,0
778,Egypt,EGY,2007,0,0,0
779,El Salvador,SLV,2007,0,0,0
780,Ethiopia,ETH,2007,0,0,0
781,Finland,FIN,2007,0,0,0
782,France,FRA,2007,0,0,0
783,Georgia,GEO,2007,0,0,0
784,Germany,DEU,2007,0,0,0
785,Ghana,GHA,2007,0,0,0
786,Greece,GRC,2007,0,0,0
787,Guadeloupe,GLP,2007,0,0,0
788,Guatemala,GTM,2007,0,0,0
789,Guinea,GIN,2007,0,0,0
790,Honduras,HND,2007,0,0,0
791,Hong Kong,HKG,2007,0,0,0
792,Hungary,HUN,2007,0,0,0
793,India,IND,2007,5225,314,4911
794,Indonesia,IDN,2007,180,0,180
795,Iran,IRN,2007,0,0,0
796,Ireland,IRL,2007,0,0,0
797,Israel,ISR,2007,0,0,0
798,Italy,ITA,2007,0,0,0
799,Ivory Coast,CIV,2007,0,0,0
800,Jamaica,JAM,2007,0,0,0
801,Japan,JPN,2007,650,405,245
802,Jordan,JOR,2007,0,0,0
803,Kazakhstan,KAZ,2007,120,0,120
804,Kenya,KEN,2007,0,0,0
805,Kosovo,,2007,0,0,0
806,Kyrgyzstan,KGZ,2007,0,0,0
807,Laos,LAO,2007,0,0,0
808,Latvia,LVA,2007,0,0,0
809,Madagascar,MDG,2007,0,0,0
810,Malawi,MWI,2007,0,0,0
811,Malaysia,MYS,2007,1496,0,1496
812,Mauritius,MUS,2007,90,0,90
813,Mexico,MEX,2007,0,0,0
814,Moldova,MDA,2007,0,0,0
815,Mongolia,MNG,2007,0,0,0
816,Montenegro,MNE,2007,0,0,0
817,Morocco,MAR,2007,0,0,0
818,Mozambique,MOZ,2007,0,0,0
819,Myanmar,MMR,2007,0,0,0
820,Namibia,NAM,2007,0,0,0
821,Netherlands,NLD,2007,0,0,0
822,New Zealand,NZL,2007,0,0,0
823,Niger,NER,2007,0,0,0
824,Nigeria,NGA,2007,0,0,0
825,North Korea,KOR,2007,0,0,0
826,North Macedonia,MKD,2007,0,0,0
827,Oman,OMN,2007,0,0,0
828,Pakistan,PAK,2007,0,0,0
829,Panama,PAN,2007,0,0,0
830,Papua New Guinea,PNG,2007,0,0,0
831,Peru,PER,2007,0,0,0
832,Philippines,PHL,2007,0,0,0
833,Poland,POL,2007,33,100,-67
834,Portugal,PRT,2007,0,0,0
835,Reunion,REU,2007,0,0,0
836,Romania,ROU,2007,0,0,0
837,Russia,RUS,2007,0,0,0
838,Senegal,SEN,2007,0,0,0
839,Serbia,SRB,2007,0,0,0
840,Slovakia,SVK,2007,0,0,0
841,Slovenia,SVN,2007,0,0,0
842,South Africa,ZAF,2007,0,0,0
843,South Korea,PRK,2007,2086,75,2011
844,Spain,ESP,2007,0,753,-753
845,Sri Lanka,LKA,2007,0,0,0
846,Sudan,SDN,2007,0,0,0
847,Eswatini,SWZ,2007,0,0,0
848,Sweden,SWE,2007,0,0,0
849,Syria,SYR,2007,0,0,0
850,Taiwan,TWN,2007,0,400,-400
851,Tajikistan,TJK,2007,0,0,0
852,Tanzania,TZA,2007,0,0,0
853,Thailand,THA,2007,717,0,717
854,Turkey,TUR,2007,78,0,78
855,Ukraine,UKR,2007,0,0,0
856,United Arab Emirates,ARE,2007,0,0,0
857,United Kingdom,GBR,2007,0,67,-67
858,United States,USA,2007,1514,2814,-1300
859,Uzbekistan,UZB,2007,0,0,0
860,Venezuela,VEN,2007,0,0,0
861,Vietnam,VNM,2007,300,0,300
862,Zambia,ZMB,2007,0,0,0
863,Zimbabwe,ZWE,2007,0,0,0
864,Albania,ALB,2008,0,0,0
865,Argentina,ARG,2008,0,0,0
866,Australia,AUS,2008,0,0,0
867,Austria,AUT,2008,0,66,-66
868,Bangladesh,BGD,2008,0,0,0
869,Belarus,BLR,2008,0,0,0
870,Belgium,BEL,2008,0,0,0
871,Bosnia and Herzegovina,BIH,2008,0,0,0
872,Botswana,BWA,2008,0,0,0
873,Brazil,BRA,2008,0,0,0
874,Brunei,BRN,2008,0,0,0
875,Bulgaria,BGR,2008,0,0,0
876,Cambodia,KHM,2008,0,0,0
877,Canada,CAN,2008,0,0,0
878,Chile,CHL,2008,0,0,0
879,China,CHN,2008,62902,9715,53187
880,Colombia,COL,2008,0,0,0
881,Croatia,HRV,2008,0,0,0
882,Czech Republic,CZE,2008,0,30,-30
883,Democratic Republic of Congo,COD,2008,0,0,0
884,Denmark,DNK,2008,0,0,0
885,Dominican Republic,DOM,2008,0,0,0
886,Egypt,EGY,2008,0,0,0
887,El Salvador,SLV,2008,0,0,0
888,Ethiopia,ETH,2008,0,0,0
889,Finland,FIN,2008,0,0,0
890,France,FRA,2008,100,0,100
891,Georgia,GEO,2008,0,0,0
892,Germany,DEU,2008,0,0,0
893,Ghana,GHA,2008,0,0,0
894,Greece,GRC,2008,0,0,0
895,Guadeloupe,GLP,2008,0,0,0
896,Guatemala,GTM,2008,0,0,0
897,Guinea,GIN,2008,0,0,0
898,Honduras,HND,2008,0,0,0
899,Hong Kong,HKG,2008,0,0,0
900,Hungary,HUN,2008,0,0,0
901,India,IND,2008,5396,120,5276
902,Indonesia,IDN,2008,367,0,367
903,Iran,IRN,2008,0,0,0
904,Ireland,IRL,2008,0,0,0
905,Israel,ISR,2008,0,0,0
906,Italy,ITA,2008,0,640,-640
907,Ivory Coast,CIV,2008,0,0,0
908,Jamaica,JAM,2008,0,0,0
909,Japan,JPN,2008,564,0,564
910,Jordan,JOR,2008,0,0,0
911,Kazakhstan,KAZ,2008,0,0,0
912,Kenya,KEN,2008,0,0,0
913,Kosovo,,2008,0,0,0
914,Kyrgyzstan,KGZ,2008,0,0,0
915,Laos,LAO,2008,0,0,0
916,Latvia,LVA,2008,0,0,0
917,Madagascar,MDG,2008,0,0,0
918,Malawi,MWI,2008,0,0,0
919,Malaysia,MYS,2008,0,0,0
920,Mauritius,MUS,2008,0,0,0
921,Mexico,MEX,2008,0,0,0
922,Moldova,MDA,2008,0,0,0
923,Mongolia,MNG,2008,0,0,0
924,Montenegro,MNE,2008,0,0,0
925,Morocco,MAR,2008,0,0,0
926,Mozambique,MOZ,2008,0,0,0
927,Myanmar,MMR,2008,0,0,0
928,Namibia,NAM,2008,0,0,0
929,Netherlands,NLD,2008,0,0,0
930,New Zealand,NZL,2008,0,0,0
931,Niger,NER,2008,0,0,0
932,Nigeria,NGA,2008,0,0,0
933,North Korea,KOR,2008,0,0,0
934,North Macedonia,MKD,2008,0,0,0
935,Oman,OMN,2008,0,0,0
936,Pakistan,PAK,2008,0,0,0
937,Panama,PAN,2008,0,0,0
938,Papua New Guinea,PNG,2008,0,0,0
939,Peru,PER,2008,0,0,0
940,Philippines,PHL,2008,0,0,0
941,Poland,POL,2008,474,72,402
942,Portugal,PRT,2008,0,0,0
943,Reunion,REU,2008,0,0,0
944,Romania,ROU,2008,0,200,-200
945,Russia,RUS,2008,0,0,0
946,Senegal,SEN,2008,0,0,0
947,Serbia,SRB,2008,0,0,0
948,Slovakia,SVK,2008,0,220,-220
949,Slovenia,SVN,2008,0,30,-30
950,South Africa,ZAF,2008,0,0,0
951,South Korea,PRK,2008,1500,0,1500
952,Spain,ESP,2008,0,68,-68
953,Sri Lanka,LKA,2008,0,0,0
954,Sudan,SDN,2008,0,0,0
955,Eswatini,SWZ,2008,0,0,0
956,Sweden,SWE,2008,0,0,0
957,Syria,SYR,2008,0,0,0
958,Taiwan,TWN,2008,0,0,0
959,Tajikistan,TJK,2008,0,0,0
960,Tanzania,TZA,2008,0,0,0
961,Thailand,THA,2008,36,0,36
962,Turkey,TUR,2008,0,0,0
963,Ukraine,UKR,2008,0,0,0
964,United Arab Emirates,ARE,2008,0,0,0
965,United Kingdom,GBR,2008,0,0,0
966,United States,USA,2008,1584,847,737
967,Uzbekistan,UZB,2008,0,0,0
968,Venezuela,VEN,2008,0,0,0
969,Vietnam,VNM,2008,0,0,0
970,Zambia,ZMB,2008,0,0,0
971,Zimbabwe,ZWE,2008,0,0,0
972,Albania,ALB,2009,0,0,0
973,Argentina,ARG,2009,0,0,0
974,Australia,AUS,2009,466,0,466
975,Austria,AUT,2009,0,0,0
976,Bangladesh,BGD,2009,0,0,0
977,Belarus,BLR,2009,0,0,0
978,Belgium,BEL,2009,0,252,-252
979,Bosnia and Herzegovina,BIH,2009,0,0,0
980,Botswana,BWA,2009,0,0,0
981,Brazil,BRA,2009,0,0,0
982,Brunei,BRN,2009,0,0,0
983,Bulgaria,BGR,2009,121,0,121
984,Cambodia,KHM,2009,0,0,0
985,Canada,CAN,2009,0,0,0
986,Chile,CHL,2009,152,0,152
987,China,CHN,2009,60728,10425,50303
988,Colombia,COL,2009,0,0,0
989,Croatia,HRV,2009,0,0,0
990,Czech Republic,CZE,2009,0,0,0
991,Democratic Republic of Congo,COD,2009,0,0,0
992,Denmark,DNK,2009,0,143,-143
993,Dominican Republic,DOM,2009,0,0,0
994,Egypt,EGY,2009,0,0,0
995,El Salvador,SLV,2009,0,0,0
996,Ethiopia,ETH,2009,0,0,0
997,Finland,FIN,2009,0,0,0
998,France,FRA,2009,0,0,0
999,Georgia,GEO,2009,0,0,0
1000,Germany,DEU,2009,31,0,31
1001,Ghana,GHA,2009,0,0,0
1002,Greece,GRC,2009,0,0,0
1003,Guadeloupe,GLP,2009,0,0,0
1004,Guatemala,GTM,2009,0,0,0
1005,Guinea,GIN,2009,0,0,0
1006,Honduras,HND,2009,0,0,0
1007,Hong Kong,HKG,2009,0,0,0
1008,Hungary,HUN,2009,0,0,0
1009,India,IND,2009,5611,120,5491
1010,Indonesia,IDN,2009,351,0,351
1011,Iran,IRN,2009,0,0,0
1012,Ireland,IRL,2009,0,0,0
1013,Israel,ISR,2009,0,0,0
1014,Italy,ITA,2009,660,0,660
1015,Ivory Coast,CIV,2009,0,0,0
1016,Jamaica,JAM,2009,0,0,0
1017,Japan,JPN,2009,630,30,600
1018,Jordan,JOR,2009,0,0,0
1019,Kazakhstan,KAZ,2009,0,0,0
1020,Kenya,KEN,2009,0,0,0
1021,Kosovo,,2009,0,0,0
1022,Kyrgyzstan,KGZ,2009,0,0,0
1023,Laos,LAO,2009,0,0,0
1024,Latvia,LVA,2009,0,0,0
1025,Madagascar,MDG,2009,0,0,0
1026,Malawi,MWI,2009,0,0,0
1027,Malaysia,MYS,2009,1775,0,1775
1028,Mauritius,MUS,2009,0,0,0
1029,Mexico,MEX,2009,0,0,0
1030,Moldova,MDA,2009,0,0,0
1031,Mongolia,MNG,2009,0,0,0
1032,Montenegro,MNE,2009,0,0,0
1033,Morocco,MAR,2009,0,0,0
1034,Mozambique,MOZ,2009,0,0,0
1035,Myanmar,MMR,2009,0,0,0
1036,Namibia,NAM,2009,0,0,0
1037,Netherlands,NLD,2009,0,0,0
1038,New Zealand,NZL,2009,0,0,0
1039,Niger,NER,2009,0,0,0
1040,Nigeria,NGA,2009,0,0,0
1041,North Korea,KOR,2009,0,0,0
1042,North Macedonia,MKD,2009,0,0,0
1043,Oman,OMN,2009,0,0,0
1044,Pakistan,PAK,2009,0,0,0
1045,Panama,PAN,2009,0,0,0
1046,Papua New Guinea,PNG,2009,0,0,0
1047,Peru,PER,2009,0,0,0
1048,Philippines,PHL,2009,0,0,0
1049,Poland,POL,2009,560,340,220
1050,Portugal,PRT,2009,0,0,0
1051,Reunion,REU,2009,0,0,0
1052,Romania,ROU,2009,0,0,0
1053,Russia,RUS,2009,750,0,750
1054,Senegal,SEN,2009,0,0,0
1055,Serbia,SRB,2009,0,32,-32
1056,Slovakia,SVK,2009,0,0,0
1057,Slovenia,SVN,2009,0,0,0
1058,South Africa,ZAF,2009,0,0,0
1059,South Korea,PRK,2009,2359,0,2359
1060,Spain,ESP,2009,0,0,0
1061,Sri Lanka,LKA,2009,0,0,0
1062,Sudan,SDN,2009,0,0,0
1063,Eswatini,SWZ,2009,0,0,0
1064,Sweden,SWE,2009,0,0,0
1065,Syria,SYR,2009,0,0,0
1066,Taiwan,TWN,2009,0,0,0
1067,Tajikistan,TJK,2009,0,0,0
1068,Tanzania,TZA,2009,0,0,0
1069,Thailand,THA,2009,0,0,0
1070,Turkey,TUR,2009,405,0,405
1071,Ukraine,UKR,2009,0,0,0
1072,United Arab Emirates,ARE,2009,0,0,0
1073,United Kingdom,GBR,2009,0,0,0
1074,United States,USA,2009,2597,1552,1045
1075,Uzbekistan,UZB,2009,0,0,0
1076,Venezuela,VEN,2009,0,0,0
1077,Vietnam,VNM,2009,520,0,520
1078,Zambia,ZMB,2009,0,0,0
1079,Zimbabwe,ZWE,2009,0,0,0
1080,Albania,ALB,2010,0,0,0
1081,Argentina,ARG,2010,0,0,0
1082,Australia,AUS,2010,0,490,-490
1083,Austria,AUT,2010,0,55,-55
1084,Bangladesh,BGD,2010,0,0,0
1085,Belarus,BLR,2010,0,0,0
1086,Belgium,BEL,2010,0,457,-457
1087,Bosnia and Herzegovina,BIH,2010,0,0,0
1088,Botswana,BWA,2010,0,0,0
1089,Brazil,BRA,2010,414,0,414
1090,Brunei,BRN,2010,0,0,0
1091,Bulgaria,BGR,2010,0,0,0
1092,Cambodia,KHM,2010,0,0,0
1093,Canada,CAN,2010,0,2319,-2319
1094,Chile,CHL,2010,419,0,419
1095,China,CHN,2010,64051,9847,54204
1096,Colombia,COL,2010,0,0,0
1097,Croatia,HRV,2010,0,0,0
1098,Czech Republic,CZE,2010,0,0,0
1099,Democratic Republic of Congo,COD,2010,0,0,0
1100,Denmark,DNK,2010,0,326,-326
1101,Dominican Republic,DOM,2010,0,0,0
1102,Egypt,EGY,2010,0,0,0
1103,El Salvador,SLV,2010,0,0,0
1104,Ethiopia,ETH,2010,0,0,0
1105,Finland,FIN,2010,0,0,0
1106,France,FRA,2010,0,0,0
1107,Georgia,GEO,2010,0,0,0
1108,Germany,DEU,2010,85,0,85
1109,Ghana,GHA,2010,0,0,0
1110,Greece,GRC,2010,0,70,-70
1111,Guadeloupe,GLP,2010,0,0,0
1112,Guatemala,GTM,2010,0,0,0
1113,Guinea,GIN,2010,0,0,0
1114,Honduras,HND,2010,0,0,0
1115,Hong Kong,HKG,2010,0,0,0
1116,Hungary,HUN,2010,0,0,0
1117,India,IND,2010,12276,1085,11191
1118,Indonesia,IDN,2010,646,0,646
1119,Iran,IRN,2010,0,0,0
1120,Ireland,IRL,2010,0,0,0
1121,Israel,ISR,2010,0,0,0
1122,Italy,ITA,2010,1320,75,1245
1123,Ivory Coast,CIV,2010,0,0,0
1124,Jamaica,JAM,2010,0,0,0
1125,Japan,JPN,2010,1010,31,979
1126,Jordan,JOR,2010,0,0,0
1127,Kazakhstan,KAZ,2010,63,0,63
1128,Kenya,KEN,2010,0,0,0
1129,Kosovo,,2010,0,125,-125
1130,Kyrgyzstan,KGZ,2010,0,0,0
1131,Laos,LAO,2010,0,0,0
1132,Latvia,LVA,2010,0,0,0
1133,Madagascar,MDG,2010,0,0,0
1134,Malawi,MWI,2010,0,0,0
1135,Malaysia,MYS,2010,0,0,0
1136,Mauritius,MUS,2010,0,0,0
1137,Mexico,MEX,2010,678,0,678
1138,Moldova,MDA,2010,0,0,0
1139,Mongolia,MNG,2010,0,0,0
1140,Montenegro,MNE,2010,0,0,0
1141,Morocco,MAR,2010,0,0,0
1142,Mozambique,MOZ,2010,0,0,0
1143,Myanmar,MMR,2010,0,0,0
1144,Namibia,NAM,2010,0,0,0
1145,Netherlands,NLD,2010,0,0,0
1146,New Zealand,NZL,2010,0,0,0
1147,Niger,NER,2010,0,0,0
1148,Nigeria,NGA,2010,0,0,0
1149,North Korea,KOR,2010,600,0,600
1150,North Macedonia,MKD,2010,0,0,0
1151,Oman,OMN,2010,0,0,0
1152,Pakistan,PAK,2010,0,0,0
1153,Panama,PAN,2010,0,0,0
1154,Papua New Guinea,PNG,2010,0,0,0
1155,Peru,PER,2010,0,0,0
1156,Philippines,PHL,2010,267,0,267
1157,Poland,POL,2010,64,200,-136
1158,Portugal,PRT,2010,0,0,0
1159,Reunion,REU,2010,0,0,0
1160,Romania,ROU,2010,0,50,-50
1161,Russia,RUS,2010,0,0,0
1162,Senegal,SEN,2010,0,0,0
1163,Serbia,SRB,2010,0,0,0
1164,Slovakia,SVK,2010,0,220,-220
1165,Slovenia,SVN,2010,0,30,-30
1166,South Africa,ZAF,2010,0,0,0
1167,South Korea,PRK,2010,250,0,250
1168,Spain,ESP,2010,0,0,0
1169,Sri Lanka,LKA,2010,0,0,0
1170,Sudan,SDN,2010,0,0,0
1171,Eswatini,SWZ,2010,0,0,0
1172,Sweden,SWE,2010,0,0,0
1173,Syria,SYR,2010,60,0,60
1174,Taiwan,TWN,2010,0,0,0
1175,Tajikistan,TJK,2010,0,0,0
1176,Tanzania,TZA,2010,0,0,0
1177,Thailand,THA,2010,85,0,85
1178,Turkey,TUR,2010,1390,0,1390
1179,Ukraine,UKR,2010,0,0,0
1180,United Arab Emirates,ARE,2010,0,0,0
1181,United Kingdom,GBR,2010,0,0,0
1182,United States,USA,2010,5879,2452,3427
1183,Uzbekistan,UZB,2010,0,0,0
1184,Venezuela,VEN,2010,0,0,0
1185,Vietnam,VNM,2010,300,0,300
1186,Zambia,ZMB,2010,0,0,0
1187,Zimbabwe,ZWE,2010,0,0,0
1188,Albania,ALB,2011,0,0,0
1189,Argentina,ARG,2011,0,0,0
1190,Australia,AUS,2011,0,125,-125
1191,Austria,AUT,2011,0,192,-192
1192,Bangladesh,BGD,2011,0,0,0
1193,Belarus,BLR,2011,0,0,0
1194,Belgium,BEL,2011,0,0,0
1195,Bosnia and Herzegovina,BIH,2011,0,0,0
1196,Botswana,BWA,2011,0,0,0
1197,Brazil,BRA,2011,0,0,0
1198,Brunei,BRN,2011,0,0,0
1199,Bulgaria,BGR,2011,670,0,670
1200,Cambodia,KHM,2011,0,0,0
1201,Canada,CAN,2011,495,980,-485
1202,Chile,CHL,2011,710,0,710
1203,China,CHN,2011,61581,3954,57627
1204,Colombia,COL,2011,0,0,0
1205,Croatia,HRV,2011,0,0,0
1206,Czech Republic,CZE,2011,0,0,0
1207,Democratic Republic of Congo,COD,2011,0,0,0
1208,Denmark,DNK,2011,0,0,0
1209,Dominican Republic,DOM,2011,0,0,0
1210,Egypt,EGY,2011,0,0,0
1211,El Salvador,SLV,2011,0,0,0
1212,Ethiopia,ETH,2011,0,0,0
1213,Finland,FIN,2011,0,0,0
1214,France,FRA,2011,0,0,0
1215,Georgia,GEO,2011,0,0,0
1216,Germany,DEU,2011,0,746,-746
1217,Ghana,GHA,2011,0,0,0
1218,Greece,GRC,2011,0,250,-250
1219,Guadeloupe,GLP,2011,38,0,38
1220,Guatemala,GTM,2011,83,0,83
1221,Guinea,GIN,2011,0,0,0
1222,Honduras,HND,2011,0,0,0
1223,Hong Kong,HKG,2011,0,0,0
1224,Hungary,HUN,2011,0,305,-305
1225,India,IND,2011,15072,94,14978
1226,Indonesia,IDN,2011,4695,0,4695
1227,Iran,IRN,2011,0,0,0
1228,Ireland,IRL,2011,0,0,0
1229,Israel,ISR,2011,0,0,0
1230,Italy,ITA,2011,0,0,0
1231,Ivory Coast,CIV,2011,0,0,0
1232,Jamaica,JAM,2011,0,0,0
1233,Japan,JPN,2011,0,0,0
1234,Jordan,JOR,2011,0,0,0
1235,Kazakhstan,KAZ,2011,150,0,150
1236,Kenya,KEN,2011,0,0,0
1237,Kosovo,,2011,0,0,0
1238,Kyrgyzstan,KGZ,2011,0,0,0
1239,Laos,LAO,2011,0,0,0
1240,Latvia,LVA,2011,0,0,0
1241,Madagascar,MDG,2011,120,0,120
1242,Malawi,MWI,2011,0,0,0
1243,Malaysia,MYS,2011,0,0,0
1244,Mauritius,MUS,2011,0,0,0
1245,Mexico,MEX,2011,0,0,0
1246,Moldova,MDA,2011,0,0,0
1247,Mongolia,MNG,2011,0,0,0
1248,Montenegro,MNE,2011,0,0,0
1249,Morocco,MAR,2011,0,0,0
1250,Mozambique,MOZ,2011,0,0,0
1251,Myanmar,MMR,2011,0,0,0
1252,Namibia,NAM,2011,0,0,0
1253,Netherlands,NLD,2011,0,0,0
1254,New Zealand,NZL,2011,0,0,0
1255,Niger,NER,2011,0,0,0
1256,Nigeria,NGA,2011,0,0,0
1257,North Korea,KOR,2011,0,0,0
1258,North Macedonia,MKD,2011,0,0,0
1259,Oman,OMN,2011,0,0,0
1260,Pakistan,PAK,2011,0,0,0
1261,Panama,PAN,2011,120,0,120
1262,Papua New Guinea,PNG,2011,0,0,0
1263,Peru,PER,2011,0,0,0
1264,Philippines,PHL,2011,349,0,349
1265,Poland,POL,2011,858,225,633
1266,Portugal,PRT,2011,0,0,0
1267,Reunion,REU,2011,0,0,0
1268,Romania,ROU,2011,0,0,0
1269,Russia,RUS,2011,100,0,100
1270,Senegal,SEN,2011,30,0,30
1271,Serbia,SRB,2011,0,0,0
1272,Slovakia,SVK,2011,0,0,0
1273,Slovenia,SVN,2011,0,0,0
1274,South Africa,ZAF,2011,0,0,0
1275,South Korea,PRK,2011,123,0,123
1276,Spain,ESP,2011,0,160,-160
1277,Sri Lanka,LKA,2011,300,0,300
1278,Sudan,SDN,2011,0,0,0
1279,Eswatini,SWZ,2011,0,0,0
1280,Sweden,SWE,2011,0,0,0
1281,Syria,SYR,2011,0,0,0
1282,Taiwan,TWN,2011,50,0,50
1283,Tajikistan,TJK,2011,0,0,0
1284,Tanzania,TZA,2011,0,0,0
1285,Thailand,THA,2011,0,0,0
1286,Turkey,TUR,2011,600,0,600
1287,Ukraine,UKR,2011,0,0,0
1288,United Arab Emirates,ARE,2011,0,0,0
1289,United Kingdom,GBR,2011,0,2064,-2064
1290,United States,USA,2011,4254,3301,953
1291,Uzbekistan,UZB,2011,0,0,0
1292,Venezuela,VEN,2011,0,0,0
1293,Vietnam,VNM,2011,1280,0,1280
1294,Zambia,ZMB,2011,0,0,0
1295,Zimbabwe,ZWE,2011,0,0,0
1296,Albania,ALB,2012,0,0,0
1297,Argentina,ARG,2012,0,0,0
1298,Australia,AUS,2012,144,905,-761
1299,Austria,AUT,2012,0,0,0
1300,Bangladesh,BGD,2012,0,0,0
1301,Belarus,BLR,2012,0,0,0
1302,Belgium,BEL,2012,0,260,-260
1303,Bosnia and Herzegovina,BIH,2012,0,0,0
1304,Botswana,BWA,2012,0,0,0
1305,Brazil,BRA,2012,360,0,360
1306,Brunei,BRN,2012,0,0,0
1307,Bulgaria,BGR,2012,0,0,0
1308,Cambodia,KHM,2012,0,0,0
1309,Canada,CAN,2012,0,0,0
1310,Chile,CHL,2012,885,0,885
1311,China,CHN,2012,52029,3660,48369
1312,Colombia,COL,2012,0,0,0
1313,Croatia,HRV,2012,0,0,0
1314,Czech Republic,CZE,2012,0,630,-630
1315,Democratic Republic of Congo,COD,2012,0,0,0
1316,Denmark,DNK,2012,0,266,-266
1317,Dominican Republic,DOM,2012,0,0,0
1318,Egypt,EGY,2012,0,0,0
