,LOCATION,TIME,Value_PM,Value_MR,Value_CO2,Value_NOx,Value_SOx
1682,TJK,2010,36.07439,449.661,0.3,,
1683,TJK,2011,48.112629999999996,466.14,0.3,,
1684,TJK,2012,42.88446,480.839,0.4,,
1685,TJK,2013,44.09017,492.717,0.4,,
1686,TJK,2014,41.35597,513.143,0.5,,
1687,TJK,2015,40.698029999999996,527.143,0.5,,
1688,TJK,2016,39.808690000000006,534.62,0.6,,
1689,TJK,2017,40.08521,532.623,0.7,,
1690,TJK,2018,39.74453,515.625,0.7,,
1691,TJK,2019,39.906290000000006,510.444,,,
1692,TZA,2000,24.37967,95.249,0.1,,
1693,TZA,2005,24.80627,97.27600000000001,0.1,,
1694,TZA,2010,26.356890000000003,109.35,0.1,,
1695,TZA,2011,28.162440000000004,111.06,0.2,,
1696,TZA,2012,28.81121,114.663,0.2,,
1697,TZA,2013,27.7554,116.209,0.2,,
1698,TZA,2014,27.1181,114.97,0.2,,
1699,TZA,2015,28.257509999999996,115.339,0.2,,
1700,TZA,2016,27.705,111.39299999999999,0.2,,
1701,TZA,2017,25.23024,107.475,0.2,,
1702,TZA,2018,25.38118,106.21700000000001,0.2,,
1703,TZA,2019,24.603270000000002,107.54,,,
1704,THA,2000,34.533390000000004,362.582,2.4,,
1705,THA,2005,35.2934,376.403,3.1,,
1706,THA,2010,35.46658,414.01300000000003,3.3,,
1707,THA,2011,29.95337,411.629,3.3,,
1708,THA,2012,31.36545,403.358,3.5,,
1709,THA,2013,33.799690000000005,393.53,3.6,,
1710,THA,2014,29.414820000000002,392.163,3.6,,
1711,THA,2015,28.04208,395.964,3.6,,
1712,THA,2016,30.6404,411.68,3.5,,
1713,THA,2017,26.879820000000002,421.95599999999996,3.5,,
1714,THA,2018,27.415779999999998,440.29,3.5,,
1715,THA,2019,27.322909999999997,462.915,,,
1716,TLS,2000,17.3649,58.614,,,
1717,TLS,2005,16.82914,79.303,,,
1718,TLS,2010,17.42768,118.09200000000001,,,
1719,TLS,2011,16.5785,126.529,,,
1720,TLS,2012,17.346829999999997,133.386,,,
1721,TLS,2013,16.25677,138.787,,,
1722,TLS,2014,16.32515,144.028,,,
1723,TLS,2015,15.903220000000001,150.793,,,
1724,TLS,2016,17.09592,154.733,,,
1725,TLS,2017,15.801070000000001,157.786,,,
1726,TLS,2018,15.62444,160.543,,,
1727,TLS,2019,15.75327,162.516,,,
1728,TGO,2000,51.11265,176.354,0.2,,
1729,TGO,2005,43.65935,154.31799999999998,0.2,,
1730,TGO,2010,43.63082,166.297,0.3,,
1731,TGO,2011,43.668079999999996,171.838,0.3,,
1732,TGO,2012,45.3517,180.65400000000002,0.2,,
1733,TGO,2013,40.453140000000005,189.933,0.2,,
1734,TGO,2014,40.825340000000004,197.859,0.2,,
1735,TGO,2015,51.07339,201.304,0.1,,
1736,TGO,2016,48.394,198.50400000000002,0.2,,
1737,TGO,2017,46.632690000000004,195.793,0.2,,
1738,TGO,2018,46.376259999999995,195.137,0.2,,
1739,TGO,2019,46.12588,200.12900000000002,,,
1740,TTO,2000,21.711560000000002,573.8580000000001,7.7,,
1741,TTO,2005,19.50025,505.921,13.1,,
1742,TTO,2010,20.22537,496.475,15.8,,
1743,TTO,2011,19.91838,491.43,16.1,,
1744,TTO,2012,20.30659,489.934,15.4,,
1745,TTO,2013,20.49814,524.827,15.8,,
1746,TTO,2014,20.74473,553.969,15.6,,
1747,TTO,2015,22.47205,576.295,15.0,,
1748,TTO,2016,21.859,591.83,12.8,,
1749,TTO,2017,21.482770000000002,595.514,12.7,,
1750,TTO,2018,21.97888,612.837,12.4,,
1751,TTO,2019,22.07242,638.644,,,
1752,TUN,2000,34.15377,558.266,1.8,,
1753,TUN,2005,31.796609999999998,563.989,1.9,,
1754,TUN,2010,34.268,621.3,2.2,,
1755,TUN,2011,31.24561,622.446,2.1,,
1756,TUN,2012,30.512959999999996,620.168,2.2,,
1757,TUN,2013,29.88004,618.4490000000001,2.2,,
1758,TUN,2014,32.64765,614.585,2.3,,
1759,TUN,2015,31.14382,612.591,2.3,,
1760,TUN,2016,32.86101,609.773,2.2,,
1761,TUN,2017,29.93905,610.325,2.3,,
1762,TUN,2018,30.731109999999997,617.0980000000001,2.3,,
1763,TUN,2019,30.550620000000002,627.556,,,
1764,TKM,2000,27.665440000000004,659.342,8.1,,
1765,TKM,2005,21.499489999999998,622.068,10.1,,
1766,TKM,2010,25.56749,569.957,11.2,,
1767,TKM,2011,31.294929999999997,585.34,11.9,,
1768,TKM,2012,29.85535,596.201,12.2,,
1769,TKM,2013,29.83939,617.55,12.2,,
1770,TKM,2014,29.762179999999997,632.994,12.3,,
1771,TKM,2015,27.998720000000002,640.315,12.4,,
1772,TKM,2016,27.205990000000003,628.749,12.2,,
1773,TKM,2017,26.344929999999998,611.182,12.0,,
1774,TKM,2018,25.76408,609.664,11.8,,
1775,TKM,2019,25.309060000000002,602.374,,,
1776,UGA,2000,39.97868,87.613,,,
1777,UGA,2005,36.4343,92.744,,,
1778,UGA,2010,38.86261,102.758,,,
1779,UGA,2011,41.648990000000005,106.93700000000001,,,
1780,UGA,2012,42.85821,113.23899999999999,,,
1781,UGA,2013,42.08482,121.69,,,
1782,UGA,2014,40.81954,126.694,,,
1783,UGA,2015,43.20758,124.074,,,
1784,UGA,2016,41.77337,121.89200000000001,,,
1785,UGA,2017,38.54776,112.162,,,
1786,UGA,2018,37.21456,108.07700000000001,,,
1787,UGA,2019,35.2285,103.67200000000001,,,
1788,UKR,2000,19.643179999999997,1243.653,6.0,,
1789,UKR,2005,19.20767,1338.859,6.2,,
1790,UKR,2010,19.09176,1182.525,5.8,,
1791,UKR,2011,18.42331,1131.1480000000001,6.1,,
1792,UKR,2012,17.79873,1113.192,6.0,,
1793,UKR,2013,17.92219,1078.161,5.8,,
1794,UKR,2014,17.51999,986.789,5.2,,
1795,UKR,2015,16.88095,1125.826,4.2,,
1796,UKR,2016,15.11815,1010.954,4.4,,
1797,UKR,2017,14.6986,946.671,3.8,,
1798,UKR,2018,14.78515,973.57,4.1,,
1799,UKR,2019,14.70064,975.9889999999999,,,
1800,ARE,2000,42.67362,305.879,25.5,,
1801,ARE,2005,42.09078,250.479,24.2,,
1802,ARE,2010,42.54867,184.50099999999998,18.1,,
1803,ARE,2011,45.0258,198.018,17.7,,
1804,ARE,2012,46.58007,214.02700000000002,18.4,,
1805,ARE,2013,43.3845,230.38400000000001,19.2,,
1806,ARE,2014,40.7299,239.872,19.1,,
1807,ARE,2015,45.18947,259.004,20.1,,
1808,ARE,2016,42.79195,274.922,20.5,,
1809,ARE,2017,43.03017,291.985,21.1,,
1810,ARE,2018,43.20993,311.953,20.0,,
1811,ARE,2019,43.0844,333.01599999999996,,,
1812,URY,2000,10.17959,255.19099999999997,1.6,,
1813,URY,2005,9.15789,215.81400000000002,1.6,,
1814,URY,2010,9.475589999999999,209.76,1.8,,
1815,URY,2011,9.742510000000001,218.165,2.1,,
1816,URY,2012,9.36476,220.304,2.4,,
1817,URY,2013,10.37529,219.985,2.1,,
1818,URY,2014,9.93238,218.998,1.8,,
1819,URY,2015,9.96884,221.763,1.8,,
1820,URY,2016,9.92336,215.047,1.8,,
1821,URY,2017,9.57563,210.273,1.7,,
1822,URY,2018,9.61625,210.55,1.8,,
1823,URY,2019,9.57094,211.845,,,
1824,UZB,2000,38.62956,771.308,4.9,,
1825,UZB,2005,32.71155,802.546,4.3,,
1826,UZB,2010,33.6145,776.395,4.2,,
1827,UZB,2011,43.03611,800.4939999999999,4.2,,
1828,UZB,2012,40.45578,823.275,3.6,,
1829,UZB,2013,41.04126,831.334,3.6,,
1830,UZB,2014,38.91105,839.0939999999999,3.3,,
1831,UZB,2015,36.99091,839.4860000000001,3.1,,
1832,UZB,2016,36.67223,831.587,3.2,,
1833,UZB,2017,36.61596,825.275,3.3,,
1834,UZB,2018,36.34037,821.1189999999999,3.3,,
1835,UZB,2019,36.352,811.529,,,
1836,VEN,2000,21.88607,258.166,5.0,,
1837,VEN,2005,21.32626,268.973,5.3,,
1838,VEN,2010,23.46386,320.127,5.5,,
1839,VEN,2011,24.810570000000002,325.718,5.2,,
1840,VEN,2012,22.87687,335.601,5.5,,
1841,VEN,2013,22.95083,331.67800000000005,5.3,,
1842,VEN,2014,22.35515,334.73400000000004,5.2,,
1843,VEN,2015,22.65819,338.346,4.7,,
1844,VEN,2016,22.272679999999998,353.014,4.3,,
1845,VEN,2017,21.887439999999998,367.227,4.2,,
1846,VEN,2018,22.1235,387.39300000000003,3.9,,
1847,VEN,2019,22.215239999999998,430.519,,,
1848,VNM,2000,25.54964,204.507,0.6,,
1849,VNM,2005,26.220809999999997,286.91900000000004,0.9,,
1850,VNM,2010,27.1181,377.409,1.4,,
1851,VNM,2011,23.77469,379.87,1.4,,
1852,VNM,2012,23.585820000000002,378.79,1.4,,
1853,VNM,2013,25.17827,376.57199999999995,1.4,,
1854,VNM,2014,22.26175,373.542,1.6,,
1855,VNM,2015,21.72136,370.51,2.0,,
1856,VNM,2016,22.421429999999997,369.38699999999994,2.1,,
1857,VNM,2017,20.33531,370.405,2.0,,
1858,VNM,2018,20.364729999999998,377.043,2.4,,
1859,VNM,2019,20.19471,388.53,,,
1860,YEM,2000,48.82196,242.886,0.8,,
1861,YEM,2005,43.66218,271.327,0.9,,
1862,YEM,2010,44.8245,318.676,1.0,,
1863,YEM,2011,49.06382,329.852,0.8,,
1864,YEM,2012,54.55899,341.269,0.7,,
1865,YEM,2013,51.55041,353.399,1.0,,
1866,YEM,2014,43.85524,359.852,0.9,,
1867,YEM,2015,48.46628,367.85900000000004,0.4,,
1868,YEM,2016,45.154340000000005,370.824,0.4,,
1869,YEM,2017,46.6112,376.217,0.3,,
1870,YEM,2018,45.31726,382.089,0.3,,
1871,YEM,2019,44.64506,386.895,,,
1872,ZMB,2000,26.7331,129.269,0.2,,
1873,ZMB,2005,26.16366,129.306,0.2,,
1874,ZMB,2010,27.109009999999998,147.686,0.2,,
1875,ZMB,2011,28.207859999999997,152.384,0.2,,
1876,ZMB,2012,28.455890000000004,156.561,0.2,,
1877,ZMB,2013,27.374740000000003,161.143,0.2,,
1878,ZMB,2014,27.435840000000002,163.99,0.3,,
1879,ZMB,2015,28.35737,164.872,0.3,,
1880,ZMB,2016,27.47525,163.297,0.3,,
1881,ZMB,2017,26.248859999999997,161.841,0.4,,
1882,ZMB,2018,26.373359999999998,161.968,0.4,,
1883,ZMB,2019,25.92371,164.885,,,
1884,ZWE,2000,23.94027,171.79,1.1,,
1885,ZWE,2005,23.64034,185.44099999999997,0.9,,
1886,ZWE,2010,24.6478,188.832,0.7,,
1887,ZWE,2011,26.335440000000002,189.44799999999998,0.9,,
1888,ZWE,2012,26.36427,192.112,0.9,,
1889,ZWE,2013,25.577679999999997,195.16400000000002,0.9,,
1890,ZWE,2014,26.2316,199.854,0.9,,
1891,ZWE,2015,25.9843,201.59599999999998,0.9,,
1892,ZWE,2016,25.39554,194.173,0.7,,
1893,ZWE,2017,22.613329999999998,184.794,0.7,,
1894,ZWE,2018,22.10827,180.00599999999997,0.8,,
1895,ZWE,2019,20.84664,177.91400000000002,,,
1896,SRB,2000,33.27918,1288.022,5.3,,
1897,SRB,2005,31.472040000000003,1405.3729999999998,6.8,,
1898,SRB,2010,31.88167,1399.764,6.3,,
1899,SRB,2011,34.44342,1361.264,6.9,,
1900,SRB,2012,30.95045,1330.828,6.2,,
1901,SRB,2013,29.07945,1305.4389999999999,6.3,,
1902,SRB,2014,28.552979999999998,1291.684,5.3,,
1903,SRB,2015,28.190540000000002,1272.6480000000001,6.3,,
1904,SRB,2016,25.575470000000003,1213.368,6.4,,
1905,SRB,2017,26.64333,1207.067,6.6,,
1906,SRB,2018,26.07339,1213.698,6.4,,
1907,SRB,2019,25.50415,1210.396,,,
1908,MNE,2000,30.2318,882.98,,,
1909,MNE,2005,27.5876,972.4739999999999,3.3,,
1910,MNE,2010,26.1283,986.905,4.2,,
1911,MNE,2011,29.0877,986.673,4.1,,
1912,MNE,2012,27.2462,976.9169999999999,3.8,,
1913,MNE,2013,25.1077,978.2330000000001,3.7,,
1914,MNE,2014,24.8871,980.3760000000001,3.6,,
1915,MNE,2015,24.4993,978.3480000000001,3.8,,
1916,MNE,2016,22.283,960.518,3.4,,
1917,MNE,2017,22.9835,943.336,3.6,,
1918,MNE,2018,22.7616,917.372,4.0,,
1919,MNE,2019,22.3224,898.8710000000001,,,
1920,TUR,2000,27.6674,464.32099999999997,3.1,23.339000000000002,34.939
1921,TUR,2005,26.673109999999998,438.014,3.2,19.065,29.14
1922,TUR,2010,30.00437,541.594,3.7,13.026,34.813
1923,TUR,2011,28.610529999999997,541.5740000000001,3.9,12.884,35.324
1924,TUR,2012,28.12718,538.857,4.0,11.039000000000001,35.595
1925,TUR,2013,28.84396,544.616,3.7,10.524000000000001,25.11
1926,TUR,2014,28.78455,549.376,4.0,10.197000000000001,27.362
1927,TUR,2015,29.597170000000002,543.182,4.1,10.032,24.426
1928,TUR,2016,28.716929999999998,528.04,4.3,9.927999999999999,27.784000000000002
1929,TUR,2017,27.15912,511.046,4.7,9.478,28.706
1930,TUR,2018,27.402929999999998,500.73800000000006,4.6,9.413,30.296999999999997
1931,TUR,2019,26.850690000000004,499.227,4.5,,
1932,PSE,2000,33.136140000000005,352.967,,,
1933,PSE,2005,34.39745,377.44199999999995,,,
1934,PSE,2010,37.66551,379.51,,,
1935,PSE,2011,35.37191,376.37300000000005,,,
1936,PSE,2012,34.26412,360.083,,,
1937,PSE,2013,37.44363,356.07800000000003,,,
1938,PSE,2014,36.05438,371.397,,,
1939,PSE,2015,36.77375,381.296,,,
1940,PSE,2016,32.76551,370.686,,,
1941,PSE,2017,33.44208,358.36800000000005,,,
1942,PSE,2018,33.18445,356.529,,,
1943,PSE,2019,32.55579,359.279,,,
1944,TWN,2000,24.5638,378.653,9.5,,
1945,TWN,2005,24.4981,409.085,10.6,,
1946,TWN,2010,22.9156,386.548,10.5,,
1947,TWN,2011,25.5922,411.25199999999995,10.6,,
1948,TWN,2012,25.7891,423.99,10.4,,
1949,TWN,2013,27.1923,437.501,10.4,,
1950,TWN,2014,26.9121,468.91,10.6,,
1951,TWN,2015,26.3571,474.04900000000004,10.6,,
1952,TWN,2016,23.3962,475.284,10.8,,
1953,TWN,2017,23.4472,464.905,11.0,,
1954,TWN,2018,23.8034,473.38800000000003,10.8,,
1955,TWN,2019,23.5335,487.4,,,
